Day_of_Week,Time_of_Booking,Days_Before_Travel,Train_Popularity,Season,Travel_Class,Num_Passengers,Booking_Type,Waiting_List_Position,Ticket_Confirmed
Fri,Morning,80,Low,Normal,1AC,3,Tatkal,51,1
Mon,Afternoon,117,Low,Holiday,1AC,1,Normal,46,0
Wed,Morning,93,High,Holiday,3AC,3,Tatkal,76,0
Thu,Afternoon,104,Medium,Holiday,1AC,3,Normal,56,1
Fri,Morning,115,Low,Holiday,3AC,4,Tatkal,94,1
Sat,Night,106,Medium,Holiday,3AC,3,Normal,18,0
Mon,Night,8,Low,Normal,1AC,2,Normal,91,1
Fri,Night,65,High,Normal,1AC,2,Tatkal,62,0
Wed,Evening,89,Low,Holiday,Sleeper,3,Normal,62,1
Thu,Night,31,High,Festival,3AC,1,Normal,75,1
Thu,Afternoon,90,Medium,Normal,Sleeper,5,Normal,9,1
Sat,Night,40,Medium,Normal,1AC,5,Normal,49,0
Sat,Evening,10,Low,Holiday,3AC,1,Tatkal,35,1
Sat,Morning,64,Medium,Normal,3AC,3,Tatkal,93,0
Fri,Evening,115,Low,Festival,2AC,2,Tatkal,32,1
Mon,Afternoon,100,High,Normal,Sleeper,3,Tatkal,21,0
Tue,Afternoon,17,Low,Festival,1AC,3,Normal,71,0
Thu,Evening,117,High,Holiday,Sleeper,1,Normal,7,1
Tue,Morning,7,Low,Normal,1AC,3,Normal,33,1
Sun,Night,26,High,Festival,3AC,1,Tatkal,18,0
Thu,Afternoon,81,Low,Normal,1AC,2,Normal,62,1
Sat,Night,8,Medium,Normal,1AC,3,Tatkal,86,0
Mon,Morning,1,High,Festival,2AC,4,Tatkal,31,0
Mon,Afternoon,80,Medium,Normal,Sleeper,2,Normal,28,0
Thu,Morning,74,High,Normal,1AC,5,Tatkal,83,0
Fri,Morning,45,Low,Holiday,1AC,1,Tatkal,89,1
Sun,Evening,69,Low,Normal,3AC,4,Normal,53,1
Sat,Morning,4,High,Festival,2AC,2,Normal,78,0
Mon,Afternoon,11,Medium,Festival,Sleeper,4,Tatkal,81,0
Sun,Evening,43,High,Festival,1AC,2,Normal,33,0
Sun,Afternoon,41,High,Holiday,2AC,1,Tatkal,34,1
Mon,Evening,98,Low,Normal,2AC,3,Tatkal,49,0
Wed,Evening,114,High,Holiday,3AC,2,Normal,31,0
Sun,Morning,87,Medium,Holiday,Sleeper,1,Tatkal,65,0
Mon,Morning,29,High,Holiday,1AC,5,Normal,46,1
Wed,Night,51,Low,Normal,3AC,2,Normal,77,1
Mon,Afternoon,80,High,Holiday,3AC,2,Tatkal,56,1
Mon,Afternoon,46,High,Holiday,Sleeper,3,Normal,96,0
Sun,Night,35,High,Normal,3AC,5,Tatkal,43,0
Fri,Morning,69,High,Normal,Sleeper,1,Tatkal,29,1
Fri,Afternoon,31,Medium,Festival,2AC,1,Tatkal,8,0
Sat,Afternoon,97,High,Festival,3AC,4,Tatkal,72,0
Mon,Morning,43,Low,Holiday,1AC,4,Normal,4,1
Sat,Evening,15,Low,Normal,Sleeper,4,Normal,34,1
Sat,Morning,70,High,Festival,2AC,3,Normal,15,1
Sat,Night,95,Low,Holiday,Sleeper,1,Normal,53,1
Sat,Afternoon,16,High,Festival,Sleeper,3,Normal,69,0
Thu,Evening,31,High,Holiday,2AC,5,Tatkal,10,0
Sun,Night,13,Medium,Festival,1AC,3,Normal,81,0
Sun,Morning,25,Low,Festival,1AC,3,Normal,64,1
Thu,Evening,72,High,Holiday,Sleeper,2,Tatkal,24,0
Mon,Afternoon,12,Medium,Normal,1AC,4,Normal,57,1
Thu,Evening,113,High,Normal,2AC,3,Normal,22,1
Mon,Afternoon,88,Low,Normal,1AC,2,Normal,42,1
Fri,Morning,11,Low,Festival,3AC,2,Normal,87,0
Sun,Evening,44,Medium,Festival,3AC,1,Tatkal,87,0
Tue,Evening,15,Medium,Holiday,3AC,5,Normal,5,1
Wed,Evening,112,Low,Normal,Sleeper,4,Normal,18,1
Sun,Afternoon,93,High,Normal,Sleeper,5,Normal,99,1
Thu,Morning,51,High,Normal,2AC,4,Tatkal,14,1
Thu,Morning,20,Low,Holiday,Sleeper,4,Tatkal,2,0
Fri,Afternoon,23,High,Normal,2AC,5,Tatkal,39,1
Thu,Evening,42,Medium,Festival,3AC,2,Normal,30,1
Mon,Afternoon,4,High,Holiday,3AC,2,Tatkal,47,1
Mon,Afternoon,110,High,Festival,3AC,1,Normal,70,0
Tue,Night,32,Low,Festival,Sleeper,3,Tatkal,91,0
Tue,Morning,112,Low,Festival,3AC,2,Tatkal,46,0
Sun,Afternoon,30,High,Festival,3AC,3,Tatkal,34,0
Tue,Evening,113,Medium,Holiday,1AC,5,Tatkal,65,0
Mon,Afternoon,8,Low,Holiday,2AC,1,Tatkal,71,0
Sat,Afternoon,112,High,Festival,3AC,1,Tatkal,73,1
Sat,Afternoon,34,Medium,Holiday,2AC,4,Tatkal,27,0
Tue,Evening,7,High,Normal,3AC,5,Tatkal,6,1
Tue,Night,74,High,Festival,3AC,3,Normal,90,0
Mon,Afternoon,16,Medium,Holiday,3AC,2,Normal,61,0
Fri,Morning,79,Low,Normal,Sleeper,4,Normal,85,1
Sun,Afternoon,19,High,Festival,2AC,3,Tatkal,60,0
Thu,Night,90,Low,Holiday,Sleeper,2,Tatkal,31,0
Sun,Afternoon,119,High,Normal,1AC,1,Normal,16,0
Wed,Morning,77,Medium,Festival,Sleeper,4,Normal,82,0
Sat,Night,21,Medium,Normal,2AC,2,Tatkal,41,1
Sat,Morning,53,High,Holiday,Sleeper,3,Normal,39,0
Mon,Morning,112,Low,Holiday,2AC,3,Tatkal,61,1
Sun,Morning,70,Low,Normal,1AC,2,Normal,83,0
Mon,Night,74,Low,Normal,Sleeper,2,Tatkal,14,1
Wed,Night,80,Low,Festival,1AC,3,Normal,28,1
Sun,Morning,76,High,Festival,Sleeper,1,Normal,32,0
Wed,Morning,114,High,Holiday,1AC,5,Normal,98,1
Tue,Evening,80,Medium,Normal,3AC,4,Tatkal,93,0
Sun,Night,74,High,Holiday,3AC,4,Normal,83,0
Wed,Afternoon,119,High,Festival,Sleeper,4,Tatkal,60,1
Thu,Night,67,High,Festival,3AC,1,Tatkal,98,0
Thu,Evening,79,High,Festival,2AC,2,Tatkal,67,1
Sat,Evening,30,High,Holiday,1AC,2,Tatkal,76,1
Thu,Morning,84,Low,Festival,3AC,2,Normal,10,0
Sun,Night,96,High,Holiday,1AC,5,Tatkal,41,1
Thu,Afternoon,12,Low,Festival,3AC,1,Normal,45,1
Thu,Night,112,Medium,Holiday,2AC,1,Tatkal,53,1
Tue,Evening,28,Medium,Festival,Sleeper,1,Normal,100,1
Sat,Afternoon,78,Low,Holiday,1AC,5,Normal,37,1
Mon,Afternoon,9,High,Holiday,3AC,2,Tatkal,35,0
Sat,Morning,32,Low,Festival,2AC,2,Normal,15,0
Sat,Night,14,High,Holiday,2AC,1,Tatkal,58,0
Sat,Night,106,Medium,Normal,3AC,2,Tatkal,61,0
Wed,Night,76,Medium,Festival,1AC,3,Normal,13,1
Mon,Afternoon,34,High,Holiday,2AC,3,Tatkal,51,0
Wed,Evening,53,Medium,Holiday,Sleeper,4,Normal,95,1
Tue,Evening,20,Medium,Normal,1AC,4,Normal,51,1
Tue,Morning,29,High,Festival,1AC,1,Tatkal,69,0
Fri,Evening,111,High,Normal,1AC,5,Tatkal,28,0
Fri,Night,45,Low,Holiday,1AC,1,Normal,20,1
Tue,Morning,106,Medium,Festival,1AC,2,Tatkal,85,0
Tue,Evening,41,Low,Festival,2AC,4,Tatkal,5,1
Wed,Evening,108,High,Normal,2AC,4,Tatkal,13,1
Tue,Morning,70,Low,Holiday,Sleeper,1,Normal,61,1
Sun,Afternoon,48,Medium,Holiday,Sleeper,1,Normal,69,0
Mon,Morning,23,Medium,Normal,1AC,2,Normal,22,1
Wed,Afternoon,79,Low,Normal,Sleeper,4,Normal,95,1
Tue,Night,68,Medium,Normal,3AC,2,Normal,31,1
Wed,Afternoon,5,High,Normal,Sleeper,4,Normal,66,1
Wed,Morning,1,Medium,Festival,1AC,4,Normal,41,1
Thu,Night,120,High,Festival,Sleeper,3,Normal,82,0
Fri,Morning,2,Low,Festival,3AC,5,Tatkal,0,1
Wed,Morning,52,Medium,Festival,Sleeper,4,Normal,100,0
Sat,Afternoon,9,Medium,Normal,Sleeper,2,Normal,3,0
Sun,Afternoon,23,Low,Holiday,2AC,5,Tatkal,34,0
Sun,Afternoon,111,Low,Normal,Sleeper,5,Normal,80,1
Wed,Night,32,High,Normal,Sleeper,5,Tatkal,89,1
Sat,Afternoon,83,Medium,Normal,2AC,5,Tatkal,7,1
Sun,Night,116,Medium,Holiday,Sleeper,5,Normal,14,1
Thu,Morning,21,High,Holiday,3AC,4,Normal,90,0
Tue,Morning,60,Medium,Holiday,3AC,5,Tatkal,18,1
Wed,Afternoon,95,Low,Normal,Sleeper,1,Normal,53,1
Thu,Evening,93,High,Festival,Sleeper,3,Tatkal,93,1
Mon,Morning,66,Low,Holiday,2AC,1,Tatkal,80,1
Thu,Evening,3,Medium,Festival,2AC,4,Normal,79,1
Fri,Evening,50,High,Festival,Sleeper,1,Tatkal,25,0
Fri,Evening,3,Medium,Normal,Sleeper,2,Normal,92,0
Tue,Afternoon,38,Medium,Normal,1AC,1,Normal,16,1
Sat,Night,30,Medium,Festival,1AC,1,Normal,94,0
Tue,Morning,56,Low,Holiday,Sleeper,5,Normal,16,0
Sun,Evening,72,High,Normal,Sleeper,3,Normal,21,1
Sat,Night,29,Low,Festival,3AC,1,Tatkal,66,1
Sat,Afternoon,116,Medium,Normal,Sleeper,3,Normal,37,1
Sat,Morning,92,Medium,Holiday,Sleeper,1,Tatkal,45,1
Sat,Night,117,Low,Normal,1AC,4,Normal,80,1
Fri,Afternoon,88,High,Festival,3AC,3,Normal,85,1
Sun,Morning,115,Low,Normal,Sleeper,3,Tatkal,20,0
Fri,Morning,38,Medium,Holiday,2AC,4,Tatkal,53,0
Wed,Afternoon,98,Low,Holiday,Sleeper,3,Tatkal,6,1
Sun,Evening,24,Low,Normal,2AC,5,Normal,11,1
Fri,Morning,120,High,Holiday,1AC,4,Normal,98,0
Tue,Morning,57,High,Holiday,2AC,3,Normal,94,0
Fri,Evening,100,Medium,Holiday,Sleeper,1,Normal,93,1
Sun,Night,35,High,Holiday,Sleeper,1,Tatkal,66,0
Sun,Morning,10,Low,Holiday,2AC,4,Tatkal,87,0
Tue,Night,89,Low,Holiday,Sleeper,5,Normal,26,1
Mon,Evening,105,Medium,Festival,1AC,4,Tatkal,81,0
Sun,Morning,45,Low,Festival,Sleeper,3,Normal,60,0
Fri,Evening,88,High,Holiday,1AC,2,Normal,93,1
Tue,Morning,20,Medium,Festival,3AC,1,Tatkal,51,0
Sat,Morning,112,High,Holiday,3AC,3,Tatkal,23,0
Sun,Morning,1,High,Holiday,Sleeper,4,Tatkal,98,0
Thu,Evening,73,Medium,Normal,1AC,3,Normal,73,1
Sat,Morning,38,Low,Normal,1AC,2,Normal,80,0
Wed,Night,98,Low,Festival,2AC,3,Tatkal,93,1
Sun,Afternoon,32,High,Festival,1AC,2,Tatkal,9,0
Tue,Afternoon,104,Medium,Holiday,Sleeper,4,Normal,40,0
Sat,Afternoon,30,Medium,Holiday,Sleeper,2,Tatkal,12,0
Fri,Night,3,Low,Normal,1AC,2,Normal,69,1
Fri,Morning,66,High,Festival,1AC,4,Tatkal,57,0
Sun,Evening,68,Low,Festival,Sleeper,5,Normal,2,1
Mon,Evening,80,Medium,Festival,2AC,3,Normal,2,1
Thu,Morning,112,Medium,Holiday,2AC,2,Tatkal,83,1
Sun,Night,12,High,Normal,3AC,1,Tatkal,88,0
Tue,Afternoon,64,Low,Festival,3AC,1,Tatkal,17,0
Sat,Night,44,High,Holiday,2AC,5,Tatkal,27,0
Thu,Night,38,Medium,Festival,3AC,5,Normal,54,0
Mon,Evening,107,Low,Normal,2AC,1,Tatkal,94,1
Sun,Morning,86,Low,Normal,2AC,1,Normal,8,1
Wed,Evening,104,Medium,Normal,3AC,1,Tatkal,79,0
Thu,Afternoon,116,High,Normal,Sleeper,3,Tatkal,63,0
Mon,Afternoon,113,Low,Normal,1AC,2,Normal,89,1
Sun,Evening,88,High,Normal,Sleeper,1,Tatkal,84,1
Sun,Morning,115,High,Holiday,2AC,2,Normal,22,1
Tue,Morning,52,High,Normal,3AC,5,Normal,60,0
Sun,Night,30,Low,Normal,1AC,4,Tatkal,14,0
Wed,Night,12,Low,Holiday,Sleeper,3,Normal,7,0
Sun,Evening,0,Medium,Normal,Sleeper,5,Tatkal,39,1
Fri,Afternoon,97,Low,Normal,3AC,1,Tatkal,7,1
Mon,Morning,28,Low,Holiday,2AC,5,Tatkal,70,0
Fri,Evening,60,Medium,Festival,3AC,1,Tatkal,10,0
Sun,Evening,94,Low,Holiday,2AC,3,Tatkal,11,0
Wed,Afternoon,71,Low,Normal,3AC,4,Tatkal,97,1
Mon,Night,1,Low,Normal,2AC,3,Tatkal,13,0
Mon,Afternoon,11,Medium,Holiday,Sleeper,2,Normal,89,1
Sun,Night,55,Medium,Holiday,Sleeper,5,Tatkal,11,0
Wed,Night,96,Low,Holiday,2AC,5,Normal,37,1
Tue,Morning,93,Low,Festival,2AC,4,Normal,59,1
Mon,Morning,40,High,Normal,Sleeper,3,Normal,70,0
Wed,Night,120,High,Normal,2AC,2,Normal,62,1
Thu,Night,26,High,Normal,1AC,5,Normal,79,0
Fri,Morning,88,Medium,Holiday,2AC,2,Normal,11,1
Mon,Night,37,High,Normal,3AC,1,Tatkal,91,0
Thu,Night,113,Medium,Normal,1AC,5,Normal,27,1
Mon,Night,96,High,Normal,3AC,2,Normal,80,1
Tue,Afternoon,101,Low,Normal,3AC,5,Tatkal,17,0
Sun,Evening,51,Medium,Normal,Sleeper,3,Normal,55,1
Wed,Night,79,Low,Normal,3AC,4,Tatkal,27,1
Mon,Morning,119,Medium,Normal,3AC,2,Tatkal,3,1
Wed,Night,31,High,Normal,Sleeper,4,Tatkal,20,1
Sat,Night,87,High,Normal,2AC,3,Tatkal,81,1
Mon,Morning,1,Low,Festival,1AC,4,Normal,80,0
Tue,Morning,65,Low,Holiday,2AC,1,Normal,23,1
Tue,Night,19,Medium,Normal,Sleeper,2,Normal,28,0
Sun,Evening,56,High,Normal,3AC,3,Tatkal,50,1
Sun,Morning,61,Low,Festival,3AC,3,Tatkal,60,1
Thu,Morning,90,Medium,Holiday,Sleeper,2,Tatkal,89,0
Tue,Afternoon,85,Low,Normal,3AC,4,Normal,40,1
Wed,Night,102,Low,Festival,Sleeper,2,Normal,26,0
Sat,Afternoon,47,Medium,Normal,1AC,4,Tatkal,44,0
Tue,Afternoon,82,Medium,Festival,3AC,2,Normal,38,0
Mon,Evening,6,High,Holiday,1AC,1,Normal,11,1
Tue,Night,66,Low,Festival,Sleeper,5,Tatkal,66,0
Sat,Night,49,High,Holiday,2AC,3,Tatkal,68,0
Wed,Afternoon,33,Medium,Holiday,2AC,5,Tatkal,33,1
Mon,Morning,104,Medium,Normal,Sleeper,2,Normal,87,0
Thu,Morning,86,Medium,Normal,1AC,3,Tatkal,15,1
Thu,Night,68,High,Normal,2AC,2,Tatkal,57,1
Thu,Evening,106,Medium,Holiday,1AC,4,Normal,71,1
Sun,Evening,66,High,Festival,1AC,1,Normal,56,1
Mon,Night,87,Medium,Festival,1AC,5,Normal,89,1
Thu,Morning,90,High,Festival,1AC,3,Tatkal,48,0
Sun,Evening,33,Low,Holiday,2AC,3,Normal,61,1
Tue,Night,114,High,Normal,3AC,3,Normal,36,0
Mon,Night,42,High,Normal,Sleeper,5,Normal,63,0
Mon,Morning,20,High,Holiday,3AC,2,Normal,100,0
Mon,Afternoon,11,Medium,Normal,3AC,3,Normal,68,1
Fri,Morning,31,High,Holiday,2AC,1,Normal,94,0
Sun,Evening,46,Low,Festival,1AC,2,Normal,49,1
Wed,Afternoon,112,High,Holiday,2AC,3,Normal,26,0
Fri,Morning,85,High,Holiday,Sleeper,3,Normal,52,1
Fri,Evening,97,Medium,Holiday,Sleeper,1,Normal,41,0
Fri,Evening,86,Low,Festival,1AC,2,Tatkal,18,0
Wed,Afternoon,54,Medium,Normal,3AC,5,Tatkal,44,1
Fri,Morning,64,Low,Normal,2AC,1,Normal,64,1
Thu,Morning,67,Low,Normal,2AC,5,Normal,77,1
Mon,Evening,16,Low,Normal,1AC,3,Tatkal,19,1
Mon,Night,25,Low,Holiday,Sleeper,2,Tatkal,14,0
Sun,Night,94,Low,Festival,3AC,1,Tatkal,52,0
Tue,Afternoon,102,Low,Holiday,2AC,3,Tatkal,42,1
Sat,Morning,100,Medium,Holiday,3AC,1,Tatkal,54,1
Thu,Night,103,Low,Holiday,1AC,3,Tatkal,4,1
Wed,Afternoon,32,Low,Festival,1AC,1,Normal,52,1
Sat,Evening,63,Low,Holiday,3AC,1,Tatkal,87,0
Mon,Night,91,High,Normal,3AC,3,Tatkal,98,0
Fri,Morning,9,Medium,Festival,Sleeper,2,Normal,86,1
Sun,Evening,99,High,Festival,3AC,4,Tatkal,46,0
Sun,Morning,45,Medium,Normal,3AC,2,Normal,43,0
Tue,Evening,72,High,Holiday,2AC,3,Tatkal,94,0
Tue,Morning,89,Medium,Holiday,1AC,1,Normal,64,1
Mon,Afternoon,112,High,Festival,2AC,3,Tatkal,61,0
Thu,Morning,109,Medium,Normal,3AC,2,Normal,61,1
Sun,Morning,50,Low,Holiday,Sleeper,5,Normal,14,1
Sat,Evening,33,Low,Festival,3AC,1,Normal,37,1
Tue,Morning,13,High,Festival,1AC,3,Normal,89,0
Mon,Morning,40,High,Holiday,3AC,3,Normal,91,0
Thu,Morning,89,Medium,Holiday,1AC,2,Normal,13,1
Mon,Evening,100,Low,Normal,Sleeper,4,Normal,37,1
Mon,Night,94,High,Normal,2AC,3,Normal,90,1
Thu,Night,110,Medium,Festival,2AC,3,Tatkal,8,0
Thu,Night,37,Low,Holiday,1AC,4,Normal,17,0
Thu,Morning,47,Low,Normal,3AC,5,Normal,89,0
Mon,Afternoon,42,Low,Normal,1AC,4,Tatkal,97,0
Tue,Afternoon,27,High,Holiday,1AC,3,Normal,38,1
Wed,Evening,119,Medium,Holiday,3AC,1,Normal,37,1
Wed,Night,40,Low,Holiday,2AC,5,Normal,52,1
Mon,Morning,107,Medium,Holiday,2AC,3,Normal,74,1
Mon,Evening,103,Medium,Holiday,2AC,5,Normal,19,1
Tue,Morning,55,Medium,Normal,1AC,5,Normal,64,1
Thu,Evening,80,Medium,Festival,Sleeper,1,Normal,16,1
Mon,Night,75,Medium,Normal,Sleeper,5,Tatkal,6,1
Sun,Morning,90,Low,Festival,3AC,2,Normal,77,1
Fri,Night,64,Low,Normal,2AC,2,Tatkal,92,1
Thu,Night,103,Low,Festival,3AC,5,Normal,28,0
Sun,Morning,59,High,Normal,3AC,1,Normal,16,0
Mon,Night,96,High,Holiday,3AC,4,Tatkal,97,1
Fri,Evening,12,High,Holiday,1AC,3,Normal,43,0
Sun,Evening,68,Low,Holiday,Sleeper,5,Tatkal,86,1
Sat,Evening,51,High,Holiday,3AC,2,Tatkal,80,0
Tue,Night,100,High,Normal,2AC,2,Tatkal,12,0
Fri,Morning,103,Medium,Festival,Sleeper,1,Tatkal,99,1
Mon,Night,42,High,Holiday,2AC,3,Normal,60,0
Wed,Night,91,Medium,Festival,3AC,2,Normal,17,0
Sun,Evening,87,Low,Holiday,2AC,5,Tatkal,41,1
Mon,Morning,83,Medium,Holiday,3AC,1,Tatkal,98,1
Wed,Afternoon,39,Medium,Normal,3AC,4,Normal,2,1
Tue,Afternoon,41,Medium,Holiday,1AC,5,Normal,13,0
Tue,Morning,36,Medium,Normal,3AC,3,Normal,51,1
Thu,Morning,83,High,Holiday,3AC,5,Normal,27,0
Sun,Evening,22,High,Holiday,2AC,1,Tatkal,21,0
Thu,Morning,66,High,Holiday,Sleeper,4,Tatkal,55,1
Wed,Morning,68,Medium,Holiday,3AC,3,Tatkal,38,0
Wed,Night,78,Low,Holiday,Sleeper,3,Tatkal,43,0
Tue,Night,109,Low,Normal,3AC,3,Tatkal,37,1
Fri,Afternoon,116,High,Normal,3AC,2,Tatkal,96,1
Wed,Evening,68,Low,Festival,1AC,4,Normal,13,0
Wed,Evening,97,High,Normal,2AC,2,Tatkal,33,1
Sun,Morning,102,Medium,Normal,Sleeper,5,Normal,29,0
Fri,Evening,57,Medium,Holiday,3AC,4,Tatkal,57,1
Thu,Afternoon,102,Medium,Holiday,2AC,1,Tatkal,34,0
Thu,Night,119,High,Normal,2AC,4,Tatkal,91,1
Wed,Afternoon,45,Low,Festival,1AC,2,Normal,93,0
Sun,Afternoon,86,Medium,Normal,1AC,5,Tatkal,63,1
Thu,Morning,46,High,Festival,1AC,3,Tatkal,9,1
Thu,Night,16,High,Holiday,Sleeper,1,Normal,6,1
Sat,Morning,8,Low,Normal,2AC,4,Tatkal,13,1
Sun,Afternoon,67,Medium,Festival,3AC,3,Tatkal,92,1
Thu,Afternoon,93,High,Festival,2AC,2,Tatkal,8,0
Tue,Evening,111,High,Festival,Sleeper,1,Tatkal,63,0
Mon,Evening,77,High,Holiday,1AC,5,Normal,55,0
Wed,Evening,29,Low,Normal,1AC,5,Tatkal,23,0
Wed,Evening,94,High,Holiday,3AC,2,Tatkal,47,1
Tue,Afternoon,60,Medium,Festival,3AC,4,Normal,57,0
Mon,Evening,64,Low,Holiday,2AC,5,Normal,91,1
Mon,Night,57,Low,Normal,3AC,2,Tatkal,60,0
Tue,Afternoon,26,Low,Normal,2AC,4,Tatkal,7,1
Fri,Afternoon,65,Medium,Normal,1AC,2,Normal,32,1
Fri,Night,44,High,Holiday,3AC,4,Tatkal,18,0
Mon,Morning,39,High,Festival,3AC,3,Normal,18,0
Fri,Evening,60,Low,Holiday,Sleeper,3,Normal,0,1
Fri,Afternoon,119,High,Normal,3AC,4,Tatkal,87,0
Fri,Night,120,Low,Holiday,Sleeper,5,Tatkal,64,1
Mon,Morning,40,Medium,Normal,3AC,5,Normal,1,1
Fri,Morning,73,Low,Festival,2AC,3,Normal,91,1
Wed,Night,87,Medium,Holiday,1AC,1,Tatkal,31,0
Sat,Afternoon,83,Low,Normal,Sleeper,5,Tatkal,0,1
Mon,Afternoon,41,High,Festival,2AC,1,Normal,14,1
Tue,Evening,61,Low,Festival,2AC,3,Tatkal,97,0
Fri,Evening,118,Medium,Festival,3AC,3,Normal,38,0
Thu,Night,79,High,Festival,1AC,3,Normal,94,1
Mon,Night,104,High,Holiday,2AC,1,Normal,22,0
Sun,Afternoon,37,Low,Normal,3AC,3,Normal,2,1
Tue,Afternoon,59,Low,Normal,2AC,5,Tatkal,29,0
Sat,Night,117,High,Festival,2AC,2,Tatkal,17,0
Wed,Night,107,Low,Normal,Sleeper,1,Tatkal,76,0
Sun,Morning,48,Low,Holiday,1AC,4,Normal,23,0
Tue,Morning,105,Low,Festival,3AC,4,Normal,5,1
Fri,Morning,106,Low,Festival,3AC,4,Tatkal,0,1
Thu,Morning,104,Low,Normal,3AC,2,Tatkal,89,1
Fri,Morning,17,High,Normal,Sleeper,2,Normal,14,0
Tue,Night,98,Low,Holiday,1AC,4,Normal,20,1
Mon,Evening,93,Low,Normal,1AC,1,Tatkal,33,0
Sun,Night,100,Medium,Normal,2AC,4,Normal,40,1
Thu,Morning,4,High,Normal,1AC,4,Normal,72,1
Sun,Night,100,Medium,Normal,Sleeper,1,Normal,95,0
Sun,Afternoon,10,Medium,Holiday,3AC,2,Normal,15,1
Thu,Night,3,High,Holiday,2AC,5,Tatkal,99,0
Tue,Night,100,Low,Festival,1AC,5,Tatkal,77,1
Sat,Evening,60,High,Normal,3AC,1,Normal,73,1
Sat,Morning,114,High,Holiday,3AC,1,Tatkal,49,1
Fri,Morning,74,Medium,Festival,1AC,1,Normal,67,1
Tue,Night,11,High,Normal,3AC,4,Normal,63,0
Thu,Night,48,High,Festival,2AC,1,Tatkal,98,1
Tue,Morning,110,High,Holiday,Sleeper,3,Tatkal,32,1
Thu,Afternoon,27,High,Holiday,3AC,3,Normal,11,0
Sun,Morning,118,Medium,Festival,Sleeper,3,Tatkal,34,1
Fri,Afternoon,89,Low,Normal,Sleeper,2,Tatkal,24,1
Mon,Night,33,High,Festival,3AC,1,Normal,56,0
Sun,Night,55,Low,Normal,2AC,3,Tatkal,22,0
Mon,Afternoon,64,High,Normal,Sleeper,5,Normal,0,0
Tue,Morning,5,Medium,Festival,Sleeper,3,Normal,100,1
Thu,Night,32,High,Festival,1AC,3,Tatkal,58,0
Mon,Morning,46,Low,Festival,2AC,5,Normal,90,0
Sun,Night,23,Medium,Holiday,2AC,5,Normal,30,1
Thu,Evening,33,Low,Normal,3AC,3,Normal,57,0
Fri,Evening,71,Low,Holiday,1AC,5,Tatkal,9,1
Sun,Evening,15,Low,Holiday,1AC,1,Normal,63,1
Tue,Afternoon,79,High,Normal,1AC,4,Normal,42,1
Thu,Morning,15,Low,Normal,3AC,2,Normal,90,1
Tue,Evening,115,High,Holiday,2AC,3,Tatkal,8,1
Thu,Afternoon,114,High,Normal,3AC,4,Tatkal,70,0
Sun,Evening,97,Low,Holiday,3AC,2,Normal,16,1
Sat,Night,83,Medium,Festival,2AC,3,Tatkal,14,1
Sat,Evening,13,Medium,Normal,1AC,4,Normal,86,0
Thu,Morning,58,High,Festival,Sleeper,2,Normal,74,0
Fri,Morning,61,High,Holiday,3AC,3,Tatkal,99,0
Tue,Afternoon,89,Medium,Festival,2AC,4,Normal,12,1
Wed,Morning,65,Low,Festival,Sleeper,4,Normal,87,1
Thu,Evening,18,Medium,Holiday,Sleeper,1,Tatkal,55,1
Thu,Night,60,Medium,Holiday,3AC,5,Normal,3,0
Sat,Night,65,Medium,Normal,3AC,5,Normal,58,1
Mon,Afternoon,113,High,Festival,3AC,3,Normal,73,0
Sun,Night,25,Medium,Holiday,3AC,4,Normal,88,0
Sat,Afternoon,88,Low,Holiday,3AC,4,Tatkal,47,0
Tue,Afternoon,48,Low,Holiday,3AC,4,Normal,38,1
Sat,Afternoon,18,Medium,Normal,2AC,1,Tatkal,93,1
Wed,Morning,109,High,Normal,3AC,5,Normal,55,1
Fri,Evening,48,High,Holiday,2AC,5,Normal,95,1
Sun,Morning,111,Low,Festival,2AC,2,Normal,2,1
Wed,Night,114,High,Normal,1AC,1,Normal,93,0
Fri,Morning,80,Low,Holiday,Sleeper,1,Tatkal,67,1
Wed,Afternoon,29,High,Normal,1AC,4,Normal,62,1
Sun,Morning,75,Medium,Holiday,1AC,3,Tatkal,21,0
Sat,Morning,56,Low,Festival,Sleeper,1,Tatkal,59,0
Wed,Night,84,Low,Festival,2AC,3,Normal,11,0
Sat,Evening,35,Low,Normal,3AC,5,Normal,1,1
Sun,Afternoon,39,Low,Festival,3AC,5,Normal,64,1
Sat,Morning,27,High,Festival,1AC,4,Normal,4,0
Tue,Night,96,Low,Festival,Sleeper,5,Tatkal,82,1
Sat,Night,45,Low,Holiday,2AC,4,Normal,44,1
Mon,Afternoon,72,Low,Holiday,Sleeper,5,Normal,56,1
Wed,Night,81,High,Festival,Sleeper,3,Tatkal,31,0
Sun,Evening,87,Low,Normal,2AC,4,Normal,72,0
Thu,Night,31,High,Festival,1AC,5,Normal,1,0
Thu,Morning,86,Medium,Festival,1AC,3,Tatkal,18,1
Thu,Evening,57,Low,Festival,Sleeper,3,Normal,81,0
Sun,Evening,75,Medium,Holiday,3AC,4,Tatkal,34,1
Mon,Night,97,Low,Holiday,1AC,4,Normal,98,1
Sat,Afternoon,25,Medium,Holiday,Sleeper,4,Normal,2,1
Wed,Afternoon,69,Low,Festival,3AC,2,Normal,39,1
Fri,Afternoon,68,Medium,Festival,3AC,5,Normal,54,0
